bigram,frequency,probability,language
mt,10413,0.00010616,fr
hp,10303,0.00010504,fr
aw,10133,0.00010331,fr
cq,10110,0.00010307,fr
fc,10094,0.00010291,fr
rw,9967,0.00010161,fr
bd,9961,0.00010155,fr
gc,9957,0.00010151,fr
dj,9920,0.00010113,fr
my,9912,0.00010105,fr
hs,9889,0.00010082,fr
xq,9798,9.989e-05,fr
xf,9563,9.75e-05,fr
àn,9468,9.653e-05,fr
gg,9426,9.61e-05,fr
xr,9356,9.538e-05,fr
hd,9182,9.361e-05,fr
âc,9090,9.267e-05,fr
àf,9077,9.254e-05,fr
rô,8960,9.135e-05,fr
yb,8951,9.126e-05,fr
fp,8915,9.089e-05,fr
cn,8905,9.079e-05,fr
xo,8862,9.035e-05,fr
pm,8858,9.031e-05,fr
nw,8834,9.006e-05,fr
àe,8744,8.915e-05,fr
dn,8736,8.906e-05,fr
bb,8617,8.785e-05,fr
ôl,8596,8.764e-05,fr
cf,8532,8.699e-05,fr
cô,8530,8.696e-05,fr
hc,8459,8.624e-05,fr
zc,8379,8.543e-05,fr
mg,8314,8.476e-05,fr
èv,8312,8.474e-05,fr
xv,8295,8.457e-05,fr
xb,8204,8.364e-05,fr
ià,8196,8.356e-05,fr
eç,8158,8.317e-05,fr
àj,8155,8.314e-05,fr
jà,8146,8.305e-05,fr
éh,7760,7.912e-05,fr
uy,7733,7.884e-05,fr
mr,7715,7.866e-05,fr
œu,7714,7.865e-05,fr
wh,7672,7.822e-05,fr
nz,7668,7.818e-05,fr
xé,7592,7.74e-05,fr
kl,7547,7.694e-05,fr
ih,7465,7.611e-05,fr
mh,7404,7.549e-05,fr
tô,7394,7.538e-05,fr
wn,7391,7.535e-05,fr
pè,7326,7.469e-05,fr
zs,7245,7.387e-05,fr
aç,7181,7.321e-05,fr
mf,7162,7.302e-05,fr
tz,7062,7.2e-05,fr
uk,7041,7.179e-05,fr
kp,6983,7.119e-05,fr
pn,6972,7.108e-05,fr
xn,6933,7.068e-05,fr
sê,6892,7.027e-05,fr
lk,6733,6.865e-05,fr
bc,6723,6.854e-05,fr
éé,6687,6.818e-05,fr
yv,6680,6.811e-05,fr
râ,6619,6.748e-05,fr
gb,6581,6.71e-05,fr
lj,6433,6.559e-05,fr
yi,6429,6.555e-05,fr
vc,6378,6.503e-05,fr
yé,6364,6.488e-05,fr
gè,6302,6.425e-05,fr
xu,6246,6.368e-05,fr
pg,6207,6.328e-05,fr
uz,6202,6.323e-05,fr
gy,6188,6.309e-05,fr
pw,6056,6.174e-05,fr
yf,6015,6.133e-05,fr
kr,5999,6.116e-05,fr
fm,5900,6.015e-05,fr
àk,5892,6.007e-05,fr
yg,5885,6e-05,fr
kc,5883,5.998e-05,fr
dw,5881,5.996e-05,fr
în,5797,5.91e-05,fr
wc,5787,5.9e-05,fr
zn,5787,5.9e-05,fr
oz,5786,5.899e-05,fr
ku,5756,5.869e-05,fr
kh,5683,5.794e-05,fr
ky,5626,5.736e-05,fr
vs,5553,5.662e-05,fr
mv,5484,5.591e-05,fr
kt,5482,5.589e-05,fr
xh,5468,5.575e-05,fr
vd,5461,5.568e-05,fr
çu,5369,5.474e-05,fr
cg,5363,5.468e-05,fr
vp,5349,5.454e-05,fr
py,5229,5.331e-05,fr
zm,5218,5.32e-05,fr
hb,5169,5.27e-05,fr
pb,5160,5.261e-05,fr
xy,5154,5.255e-05,fr
ji,5135,5.236e-05,fr
xx,5130,5.231e-05,fr
tk,5120,5.22e-05,fr
aï,5101,5.201e-05,fr
zz,5088,5.188e-05,fr
hf,5071,5.17e-05,fr
gf,5060,5.159e-05,fr
zt,4974,5.071e-05,fr
fb,4962,5.059e-05,fr
àg,4950,5.047e-05,fr
pf,4947,5.044e-05,fr
rç,4849,4.944e-05,fr
bm,4844,4.939e-05,fr
hh,4844,4.939e-05,fr
dê,4803,4.897e-05,fr
sx,4766,4.859e-05,fr
sè,4752,4.845e-05,fr
bp,4728,4.821e-05,fr
kd,4708,4.8e-05,fr
aà,4646,4.737e-05,fr
xj,4615,4.706e-05,fr
ôm,4598,4.688e-05,fr
jp,4574,4.664e-05,fr
uê,4562,4.652e-05,fr
âg,4542,4.631e-05,fr
xg,4526,4.615e-05,fr
kg,4510,4.598e-05,fr
cj,4448,4.535e-05,fr
vl,4442,4.529e-05,fr
mw,4404,4.49e-05,fr
pv,4398,4.484e-05,fr
nê,4395,4.481e-05,fr
wr,4346,4.431e-05,fr
àq,4310,4.395e-05,fr
wp,4293,4.377e-05,fr
sz,4267,4.351e-05,fr
yu,4255,4.339e-05,fr
kn,4225,4.308e-05,fr
hâ,4165,4.247e-05,fr
bn,4142,4.223e-05,fr
mj,4130,4.211e-05,fr
yh,4063,4.143e-05,fr
vm,4058,4.138e-05,fr
vê,4055,4.135e-05,fr
rz,4030,4.109e-05,fr
ào,4028,4.107e-05,fr
kb,4006,4.085e-05,fr
ûr,3991,4.069e-05,fr
zr,3982,4.06e-05,fr
yw,3950,4.028e-05,fr
nè,3917,3.994e-05,fr
zb,3904,3.981e-05,fr
tx,3872,3.948e-05,fr
ël,3865,3.941e-05,fr
lw,3863,3.939e-05,fr
èd,3724,3.797e-05,fr
ùl,3721,3.794e-05,fr
fn,3716,3.789e-05,fr
cà,3629,3.7e-05,fr
ài,3626,3.697e-05,fr
sû,3619,3.69e-05,fr
gv,3612,3.683e-05,fr
pê,3603,3.674e-05,fr
wl,3556,3.626e-05,fr
bâ,3539,3.609e-05,fr
zé,3536,3.606e-05,fr
èq,3403,3.47e-05,fr
uw,3362,3.428e-05,fr
px,3341,3.407e-05,fr
êc,3329,3.395e-05,fr
jé,3318,3.383e-05,fr
kf,3283,3.348e-05,fr
fh,3280,3.345e-05,fr
dà,3279,3.344e-05,fr
xà,3253,3.317e-05,fr
rx,3245,3.309e-05,fr
zà,3216,3.279e-05,fr
dq,3175,3.238e-05,fr
wy,3171,3.234e-05,fr
wt,3166,3.228e-05,fr
zf,3162,3.224e-05,fr
vè,3156,3.218e-05,fr
pô,3153,3.215e-05,fr
bf,3121,3.183e-05,fr
fê,3115,3.176e-05,fr
fg,3089,3.15e-05,fr
lâ,3067,3.128e-05,fr
yj,3011,3.07e-05,fr
nx,3003,3.062e-05,fr
oé,2979,3.038e-05,fr
vf,2967,3.026e-05,fr
oî,2964,3.023e-05,fr
oë,2960,3.018e-05,fr
wd,2900,2.957e-05,fr
gw,2864,2.921e-05,fr
iy,2840,2.896e-05,fr
iw,2836,2.892e-05,fr
hw,2828,2.884e-05,fr
wm,2798,2.853e-05,fr
vt,2791,2.846e-05,fr
wf,2787,2.842e-05,fr
zq,2760,2.815e-05,fr
hv,2751,2.805e-05,fr
zy,2725,2.779e-05,fr
fv,2711,2.765e-05,fr
wb,2706,2.76e-05,fr
bv,2692,2.745e-05,fr
vb,2680,2.733e-05,fr
tç,2646,2.698e-05,fr
àé,2643,2.695e-05,fr
îl,2642,2.694e-05,fr
êv,2616,2.668e-05,fr
cœ,2614,2.666e-05,fr
js,2612,2.664e-05,fr
ôn,2473,2.522e-05,fr
hj,2470,2.519e-05,fr
kw,2448,2.497e-05,fr
kk,2394,2.441e-05,fr
qa,2391,2.438e-05,fr
hà,2366,2.413e-05,fr
dk,2364,2.411e-05,fr
mk,2357,2.404e-05,fr
pj,2334,2.38e-05,fr
mx,2325,2.371e-05,fr
hg,2309,2.355e-05,fr
yk,2301,2.347e-05,fr
vn,2275,2.32e-05,fr
zh,2272,2.317e-05,fr
cw,2261,2.306e-05,fr
gk,2225,2.269e-05,fr
oï,2200,2.244e-05,fr
bh,2195,2.239e-05,fr
lx,2184,2.227e-05,fr
pâ,2177,2.22e-05,fr
vg,2171,2.214e-05,fr
sç,2132,2.174e-05,fr
oà,2123,2.165e-05,fr
gj,2123,2.165e-05,fr
lô,2101,2.143e-05,fr
fj,2100,2.142e-05,fr
mq,2037,2.078e-05,fr
fq,2024,2.064e-05,fr
fy,2020,2.06e-05,fr
hk,2007,2.047e-05,fr
vy,1997,2.037e-05,fr
xw,1927,1.965e-05,fr
zg,1891,1.929e-05,fr
kv,1850,1.887e-05,fr
yx,1846,1.883e-05,fr
fè,1844,1.881e-05,fr
mà,1830,1.867e-05,fr
bg,1807,1.843e-05,fr
tâ,1806,1.842e-05,fr
nœ,1795,1.831e-05,fr
ùi,1791,1.827e-05,fr
kj,1785,1.821e-05,fr
hq,1782,1.818e-05,fr
qc,1731,1.766e-05,fr
ké,1720,1.754e-05,fr
èb,1718,1.752e-05,fr
jc,1716,1.75e-05,fr
pk,1713,1.747e-05,fr
gq,1686,1.72e-05,fr
câ,1678,1.712e-05,fr
uè,1663,1.696e-05,fr
pq,1653,1.686e-05,fr
lz,1632,1.665e-05,fr
yq,1630,1.663e-05,fr
gâ,1626,1.659e-05,fr
zj,1607,1.639e-05,fr
éâ,1602,1.634e-05,fr
eè,1598,1.63e-05,fr
fw,1587,1.619e-05,fr
vv,1587,1.619e-05,fr
ãâ,1566,1.597e-05,fr
âã,1546,1.577e-05,fr
aë,1539,1.57e-05,fr
âb,1520,1.551e-05,fr
qp,1501,1.531e-05,fr
fà,1476,1.506e-05,fr
dx,1444,1.473e-05,fr
wg,1438,1.467e-05,fr
sœ,1430,1.459e-05,fr
jm,1404,1.432e-05,fr
ãƒ,1395,1.423e-05,fr
wv,1393,1.421e-05,fr
wx,1391,1.419e-05,fr
fk,1388,1.416e-05,fr
sâ,1383,1.411e-05,fr
xk,1377,1.405e-05,fr
hz,1377,1.405e-05,fr
âm,1376,1.404e-05,fr
jd,1370,1.398e-05,fr
jl,1367,1.395e-05,fr
bw,1359,1.386e-05,fr
cz,1347,1.374e-05,fr
éz,1345,1.372e-05,fr
qs,1341,1.368e-05,fr
ïd,1326,1.353e-05,fr
zw,1325,1.352e-05,fr
yà,1322,1.349e-05,fr
yy,1314,1.341e-05,fr
cx,1304,1.33e-05,fr
qr,1303,1.329e-05,fr
yz,1294,1.32e-05,fr
qt,1288,1.314e-05,fr
dû,1284,1.31e-05,fr
ql,1271,1.297e-05,fr
êl,1269,1.295e-05,fr
jr,1254,1.279e-05,fr
wu,1236,1.261e-05,fr
vh,1235,1.26e-05,fr
wq,1224,1.249e-05,fr
dz,1217,1.242e-05,fr
vw,1214,1.239e-05,fr
vj,1203,1.227e-05,fr
qy,1183,1.207e-05,fr
âl,1179,1.203e-05,fr
xz,1176,1.2e-05,fr
gà,1175,1.199e-05,fr
mâ,1174,1.198e-05,fr
qw,1172,1.196e-05,fr
aè,1167,1.191e-05,fr
eê,1164,1.188e-05,fr
bè,1138,1.161e-05,fr
ên,1137,1.16e-05,fr
ék,1136,1.159e-05,fr
îc,1122,1.145e-05,fr
qd,1118,1.141e-05,fr
ôp,1115,1.138e-05,fr
fx,1101,1.123e-05,fr
gx,1085,1.107e-05,fr
bk,1081,1.103e-05,fr
ûl,1061,1.083e-05,fr
ùs,1020,1.041e-05,fr
ïs,1012,1.033e-05,fr
gî,1009,1.03e-05,fr
mz,1008,1.029e-05,fr
ùe,996,1.016e-05,fr
wk,989,1.009e-05,fr
ƒâ,988,1.008e-05,fr
ùv,975,9.95e-06,fr
pà,969,9.89e-06,fr
qi,965,9.85e-06,fr
jk,959,9.79e-06,fr
qe,956,9.76e-06,fr
bq,956,9.76e-06,fr
iç,948,9.67e-06,fr
jy,947,9.66e-06,fr
lî,939,9.58e-06,fr
rû,930,9.49e-06,fr
bx,922,9.41e-06,fr
qm,916,9.35e-06,fr
jf,909,9.28e-06,fr
bê,905,9.24e-06,fr
vq,902,9.21e-06,fr
aê,899,9.17e-06,fr
qx,885,9.03e-06,fr
eâ,870,8.88e-06,fr
kx,869,8.87e-06,fr
jn,864,8.82e-06,fr
qb,862,8.8e-06,fr
vk,861,8.79e-06,fr
jt,858,8.76e-06,fr
jb,849,8.66e-06,fr
pz,847,8.64e-06,fr
jv,826,8.43e-06,fr
jh,825,8.42e-06,fr
gz,823,8.4e-06,fr
àw,813,8.3e-06,fr
nâ,813,8.3e-06,fr
oè,810,8.27e-06,fr
hx,809,8.26e-06,fr
œi,802,8.19e-06,fr
àê,799,8.16e-06,fr
qf,798,8.14e-06,fr
lœ,793,8.09e-06,fr
qv,791,8.07e-06,fr
zk,789,8.05e-06,fr
ït,787,8.03e-06,fr
wj,782,7.98e-06,fr
qq,777,7.93e-06,fr
éç,776,7.92e-06,fr
dî,773,7.89e-06,fr
àà,767,7.83e-06,fr
dœ,734,7.49e-06,fr
jj,733,7.48e-06,fr
kq,724,7.39e-06,fr
ïq,719,7.34e-06,fr
zx,696,7.11e-06,fr
îm,681,6.95e-06,fr
và,674,6.88e-06,fr
ân,663,6.77e-06,fr
qo,644,6.58e-06,fr
qn,642,6.55e-06,fr
ïl,638,6.51e-06,fr
jq,638,6.51e-06,fr
bz,638,6.51e-06,fr
fz,632,6.45e-06,fr
lê,631,6.44e-06,fr
ür,624,6.37e-06,fr
ày,621,6.34e-06,fr
wz,620,6.33e-06,fr
sî,619,6.32e-06,fr
ùj,618,6.31e-06,fr
nî,609,6.22e-06,fr
ón,607,6.2e-06,fr
dâ,601,6.14e-06,fr
cê,592,6.05e-06,fr
vx,588,6e-06,fr
qg,587,5.99e-06,fr
ùc,579,5.91e-06,fr
hê,575,5.87e-06,fr
ïc,567,5.79e-06,fr
qz,564,5.76e-06,fr
ïe,553,5.65e-06,fr
nº,545,5.57e-06,fr
gê,544,5.56e-06,fr
ïn,533,5.44e-06,fr
qh,530,5.41e-06,fr
kz,523,5.34e-06,fr
tã,523,5.34e-06,fr
iê,514,5.25e-06,fr
eî,488,4.98e-06,fr
oê,486,4.96e-06,fr
àz,482,4.92e-06,fr
bà,481,4.91e-06,fr
vz,476,4.86e-06,fr
rã,470,4.8e-06,fr
ùt,465,4.75e-06,fr
æã,465,4.75e-06,fr
pç,462,4.72e-06,fr
kà,461,4.71e-06,fr
eœ,455,4.65e-06,fr
ió,454,4.64e-06,fr
ùd,449,4.59e-06,fr
éw,449,4.59e-06,fr
fü,444,4.54e-06,fr
fû,423,4.32e-06,fr
âš,421,4.3e-06,fr
zê,417,4.26e-06,fr
ão,416,4.25e-06,fr
ƒæ,416,4.25e-06,fr
ºs,405,4.14e-06,fr
jg,404,4.13e-06,fr
ùp,401,4.1e-06,fr
êq,394,4.03e-06,fr
qj,391,4e-06,fr
ùn,389,3.98e-06,fr
yè,386,3.95e-06,fr
sã,376,3.84e-06,fr
ùo,375,3.83e-06,fr
éx,372,3.8e-06,fr
zè,365,3.73e-06,fr
âq,361,3.69e-06,fr
ãt,356,3.64e-06,fr
âƒ,350,3.58e-06,fr
jw,344,3.52e-06,fr
ùa,340,3.48e-06,fr
ïa,338,3.46e-06,fr
ƒã,332,3.39e-06,fr
ën,326,3.33e-06,fr
uç,324,3.31e-06,fr
nô,322,3.29e-06,fr
ââ,322,3.29e-06,fr
šã,322,3.29e-06,fr
êp,321,3.28e-06,fr
çà,317,3.24e-06,fr
ãl,313,3.2e-06,fr
éy,311,3.18e-06,fr
èz,309,3.16e-06,fr
ûc,307,3.14e-06,fr
ãs,306,3.13e-06,fr
aô,303,3.1e-06,fr
dô,296,3.03e-06,fr
dã,292,2.99e-06,fr
än,290,2.97e-06,fr
eï,288,2.95e-06,fr
añ,287,2.94e-06,fr
àç,283,2.9e-06,fr
wé,281,2.87e-06,fr
uë,279,2.85e-06,fr
eû,275,2.81e-06,fr
ör,271,2.77e-06,fr
ùu,270,2.76e-06,fr
âs,267,2.73e-06,fr
ãr,258,2.64e-06,fr
ño,257,2.63e-06,fr
nã,254,2.6e-06,fr
hö,251,2.57e-06,fr
ûs,250,2.56e-06,fr
ãe,250,2.56e-06,fr
ûa,249,2.55e-06,fr
ön,248,2.54e-06,fr
bî,247,2.53e-06,fr
ün,245,2.51e-06,fr
ûm,243,2.49e-06,fr
rü,241,2.47e-06,fr
xè,240,2.46e-06,fr
üc,239,2.45e-06,fr
jz,232,2.38e-06,fr
án,232,2.38e-06,fr
mü,232,2.38e-06,fr
ãc,231,2.37e-06,fr
ûp,231,2.37e-06,fr
âp,227,2.32e-06,fr
uï,223,2.28e-06,fr
eã,222,2.27e-06,fr
lã,221,2.26e-06,fr
ül,221,2.26e-06,fr
ía,221,2.26e-06,fr
mû,220,2.25e-06,fr
ïb,220,2.25e-06,fr
cç,218,2.23e-06,fr
vœ,216,2.21e-06,fr
àx,211,2.16e-06,fr
kö,211,2.16e-06,fr
jx,211,2.16e-06,fr
iã,210,2.15e-06,fr
tä,207,2.12e-06,fr
bû,204,2.09e-06,fr
ïm,202,2.07e-06,fr
vô,201,2.06e-06,fr
ùm,198,2.03e-06,fr
çe,196,2.01e-06,fr
iâ,196,2.01e-06,fr
ãd,194,1.99e-06,fr
ët,194,1.99e-06,fr
mã,192,1.97e-06,fr
åã,190,1.95e-06,fr
ûn,188,1.93e-06,fr
är,187,1.92e-06,fr
sū,185,1.9e-06,fr
äu,184,1.89e-06,fr
ūt,184,1.89e-06,fr
rö,183,1.88e-06,fr
yê,180,1.85e-06,fr
qk,179,1.83e-06,fr
bœ,179,1.83e-06,fr
ïk,176,1.8e-06,fr
xê,169,1.73e-06,fr
ãa,169,1.73e-06,fr
âå,167,1.71e-06,fr
üh,164,1.68e-06,fr
ùq,162,1.66e-06,fr
lí,162,1.66e-06,fr
öl,161,1.65e-06,fr
ûà,161,1.65e-06,fr
qà,161,1.65e-06,fr
ál,161,1.65e-06,fr
rø,161,1.65e-06,fr
hä,160,1.64e-06,fr
lç,159,1.63e-06,fr
ãp,158,1.62e-06,fr
rä,158,1.62e-06,fr
rí,158,1.62e-06,fr
âi,157,1.61e-06,fr
fâ,156,1.6e-06,fr
ná,156,1.6e-06,fr
ín,156,1.6e-06,fr
ød,156,1.6e-06,fr
rá,155,1.59e-06,fr
lû,155,1.59e-06,fr
uî,155,1.59e-06,fr
wà,153,1.57e-06,fr
éê,152,1.56e-06,fr
üs,152,1.56e-06,fr
tü,152,1.56e-06,fr
ät,151,1.55e-06,fr
ña,149,1.53e-06,fr
ße,148,1.52e-06,fr
lä,148,1.52e-06,fr
üb,148,1.52e-06,fr
má,146,1.5e-06,fr
ár,145,1.49e-06,fr
ïf,143,1.47e-06,fr
âa,142,1.46e-06,fr
ãm,138,1.42e-06,fr
gü,138,1.42e-06,fr
kä,138,1.42e-06,fr
dç,133,1.37e-06,fr
hç,132,1.36e-06,fr
ás,132,1.36e-06,fr
ês,131,1.35e-06,fr
mô,129,1.33e-06,fr
ïv,127,1.3e-06,fr
dü,127,1.3e-06,fr
sø,125,1.28e-06,fr
lü,125,1.28e-06,fr
ös,123,1.26e-06,fr
ùr,123,1.26e-06,fr
bü,123,1.26e-06,fr
çã,122,1.25e-06,fr
øm,120,1.23e-06,fr
âe,119,1.22e-06,fr
ûj,119,1.22e-06,fr
ïr,119,1.22e-06,fr
qé,118,1.21e-06,fr
kü,117,1.2e-06,fr
ró,117,1.2e-06,fr
hœ,117,1.2e-06,fr
mö,117,1.2e-06,fr
lá,116,1.19e-06,fr
ís,116,1.19e-06,fr
oç,114,1.17e-06,fr
ðð,113,1.16e-06,fr
èf,111,1.14e-06,fr
èp,110,1.13e-06,fr
ûe,109,1.12e-06,fr
vá,108,1.11e-06,fr
nü,108,1.11e-06,fr
uâ,107,1.1e-06,fr
tá,106,1.09e-06,fr
ãv,105,1.08e-06,fr
tó,105,1.08e-06,fr
ør,104,1.07e-06,fr
qû,103,1.06e-06,fr
pã,102,1.05e-06,fr
ãª,102,1.05e-06,fr
ùf,99,1.02e-06,fr
eø,97,1e-06,fr
sä,97,1e-06,fr
lö,95,9.8e-07,fr
ûê,94,9.7e-07,fr
öt,93,9.6e-07,fr
mä,92,9.5e-07,fr
ïw,91,9.4e-07,fr
šâ,91,9.4e-07,fr
üt,90,9.3e-07,fr
öh,90,9.3e-07,fr
ïg,89,9.2e-07,fr
ër,89,9.2e-07,fr
tœ,88,9.1e-07,fr
äl,88,9.1e-07,fr
iß,88,9.1e-07,fr
èè,88,9.1e-07,fr
ïp,87,9e-07,fr
mœ,87,9e-07,fr
ûd,86,8.9e-07,fr
ôd,86,8.9e-07,fr
ûb,86,8.9e-07,fr
mø,86,8.9e-07,fr
zü,85,8.8e-07,fr
oã,84,8.7e-07,fr
èe,84,8.7e-07,fr
aâ,84,8.7e-07,fr
hã,82,8.5e-07,fr
kç,82,8.5e-07,fr
eô,82,8.5e-07,fr
ôs,82,8.5e-07,fr
ló,81,8.4e-07,fr
ºc,80,8.3e-07,fr
çi,80,8.3e-07,fr
ës,80,8.3e-07,fr
tí,80,8.3e-07,fr
ªt,79,8.2e-07,fr
ôc,79,8.2e-07,fr
uñ,79,8.2e-07,fr
äh,79,8.2e-07,fr
rî,79,8.2e-07,fr
ùb,78,8.1e-07,fr
øe,78,8.1e-07,fr
ní,78,8.1e-07,fr
ãg,77,8e-07,fr
ác,77,8e-07,fr
iñ,77,8e-07,fr
ög,77,8e-07,fr
ãf,76,7.8e-07,fr
uã,75,7.7e-07,fr
xç,75,7.7e-07,fr
ãn,74,7.6e-07,fr
âr,74,7.6e-07,fr
ûf,74,7.6e-07,fr
mç,74,7.6e-07,fr
ðñ,74,7.6e-07,fr
ñe,73,7.5e-07,fr
sü,73,7.5e-07,fr
äg,72,7.4e-07,fr
tî,71,7.3e-07,fr
át,69,7.1e-07,fr
ór,69,7.1e-07,fr
gö,68,7e-07,fr
oß,68,7e-07,fr
wä,68,7e-07,fr
äs,68,7e-07,fr
jö,67,6.9e-07,fr
če,67,6.9e-07,fr
hü,67,6.9e-07,fr
aü,66,6.8e-07,fr
ít,66,6.8e-07,fr
ág,65,6.7e-07,fr
ñð,65,6.7e-07,fr
üe,64,6.6e-07,fr
éè,64,6.6e-07,fr
öd,64,6.6e-07,fr
sö,64,6.6e-07,fr
œn,63,6.5e-07,fr
ïo,63,6.5e-07,fr
ùé,63,6.5e-07,fr
fœ,63,6.5e-07,fr
có,62,6.4e-07,fr
fö,62,6.4e-07,fr
eñ,62,6.4e-07,fr
tö,61,6.3e-07,fr
üm,61,6.3e-07,fr
dí,61,6.3e-07,fr
œt,61,6.3e-07,fr
ïï,61,6.3e-07,fr
aß,60,6.2e-07,fr
vö,60,6.2e-07,fr
år,59,6.1e-07,fr
œc,59,6.1e-07,fr
gã,59,6.1e-07,fr
nä,59,6.1e-07,fr
âh,59,6.1e-07,fr
śc,59,6.1e-07,fr
cã,58,6e-07,fr
äc,58,6e-07,fr
eö,58,6e-07,fr
sô,58,6e-07,fr
ûo,57,5.9e-07,fr
só,57,5.9e-07,fr
sá,56,5.8e-07,fr
èa,55,5.7e-07,fr
xœ,55,5.7e-07,fr
øi,55,5.7e-07,fr
ãæ,55,5.7e-07,fr
ëd,54,5.6e-07,fr
eá,54,5.6e-07,fr
rœ,54,5.6e-07,fr
fç,53,5.5e-07,fr
íl,53,5.5e-07,fr
aí,53,5.5e-07,fr
ám,53,5.5e-07,fr
ëv,53,5.5e-07,fr
aã,52,5.4e-07,fr
âd,52,5.4e-07,fr
vã,52,5.4e-07,fr
üg,52,5.4e-07,fr
áp,52,5.4e-07,fr
äm,52,5.4e-07,fr
uß,51,5.3e-07,fr
zł,51,5.3e-07,fr
iﬁ,51,5.3e-07,fr
îs,50,5.2e-07,fr
gä,50,5.2e-07,fr
ùh,50,5.2e-07,fr
üd,49,5.1e-07,fr
ær,49,5.1e-07,fr
ká,49,5.1e-07,fr
oø,49,5.1e-07,fr
ír,48,5e-07,fr
ãj,48,5e-07,fr
öf,48,5e-07,fr
ôr,48,5e-07,fr
ðÿ,48,5e-07,fr
jø,47,4.9e-07,fr
på,47,4.9e-07,fr
íí,47,4.9e-07,fr
ós,46,4.8e-07,fr
øc,46,4.8e-07,fr
eš,46,4.8e-07,fr
fã,45,4.7e-07,fr
öm,45,4.7e-07,fr
öv,45,4.7e-07,fr
yç,45,4.7e-07,fr
zç,45,4.7e-07,fr
uí,45,4.7e-07,fr
cí,45,4.7e-07,fr
âž,45,4.7e-07,fr
âu,44,4.6e-07,fr
bô,44,4.6e-07,fr
mó,44,4.6e-07,fr
ał,44,4.6e-07,fr
oś,44,4.6e-07,fr
bã,43,4.5e-07,fr
íc,43,4.5e-07,fr
iá,43,4.5e-07,fr
ûv,43,4.5e-07,fr
pá,43,4.5e-07,fr
øo,43,4.5e-07,fr
öb,42,4.4e-07,fr
ëe,42,4.4e-07,fr
ól,42,4.4e-07,fr
tø,42,4.4e-07,fr
èj,42,4.4e-07,fr
ãb,41,4.3e-07,fr
ûé,41,4.3e-07,fr
xâ,41,4.3e-07,fr
ús,41,4.3e-07,fr
äd,41,4.3e-07,fr
lø,41,4.3e-07,fr
ún,41,4.3e-07,fr
ḥa,41,4.3e-07,fr
ãu,40,4.2e-07,fr
bä,40,4.2e-07,fr
bö,40,4.2e-07,fr
dá,40,4.2e-07,fr
že,40,4.2e-07,fr
wü,40,4.2e-07,fr
št,40,4.2e-07,fr
œd,40,4.2e-07,fr
rë,40,4.2e-07,fr
kó,40,4.2e-07,fr
ﬁl,40,4.2e-07,fr
óm,39,4.1e-07,fr
mí,39,4.1e-07,fr
äf,39,4.1e-07,fr
iœ,38,4e-07,fr
rå,38,4e-07,fr
ùç,38,4e-07,fr
óg,38,4e-07,fr
ök,38,4e-07,fr
ië,37,3.9e-07,fr
zá,37,3.9e-07,fr
ëc,37,3.9e-07,fr
bú,37,3.9e-07,fr
gí,37,3.9e-07,fr
ád,37,3.9e-07,fr
áv,36,3.8e-07,fr
iî,36,3.8e-07,fr
áz,36,3.8e-07,fr
ím,36,3.8e-07,fr
ić,36,3.8e-07,fr
ªm,35,3.7e-07,fr
gó,35,3.7e-07,fr
ëk,35,3.7e-07,fr
uô,35,3.7e-07,fr
ío,35,3.7e-07,fr
óp,35,3.7e-07,fr
oú,35,3.7e-07,fr
ük,35,3.7e-07,fr
ví,35,3.7e-07,fr
ān,35,3.7e-07,fr
õe,34,3.6e-07,fr
áb,34,3.6e-07,fr
œs,34,3.6e-07,fr
ûi,34,3.6e-07,fr
fä,34,3.6e-07,fr
öß,34,3.6e-07,fr
êu,34,3.6e-07,fr
sí,33,3.5e-07,fr
áf,33,3.5e-07,fr
ùg,33,3.5e-07,fr
ôv,33,3.5e-07,fr
dó,33,3.5e-07,fr
vä,33,3.5e-07,fr
öp,33,3.5e-07,fr
ră,33,3.5e-07,fr
jü,33,3.5e-07,fr
ûu,33,3.5e-07,fr
iä,33,3.5e-07,fr
âo,32,3.4e-07,fr
êr,32,3.4e-07,fr
ło,32,3.4e-07,fr
ïz,32,3.4e-07,fr
èé,32,3.4e-07,fr
zö,32,3.4e-07,fr
ôa,31,3.3e-07,fr
bá,31,3.3e-07,fr
pî,31,3.3e-07,fr
ła,31,3.3e-07,fr
vâ,31,3.3e-07,fr
hō,31,3.3e-07,fr
eś,31,3.3e-07,fr
xî,30,3.2e-07,fr
hî,30,3.2e-07,fr
nø,30,3.2e-07,fr
ëm,30,3.2e-07,fr
eş,30,3.2e-07,fr
wö,30,3.2e-07,fr
ºd,30,3.2e-07,fr
nö,30,3.2e-07,fr
íg,30,3.2e-07,fr
eð,30,3.2e-07,fr
kè,30,3.2e-07,fr
ãå,30,3.2e-07,fr
cî,29,3.1e-07,fr
ãã,29,3.1e-07,fr
óc,29,3.1e-07,fr
ík,29,3.1e-07,fr
ač,29,3.1e-07,fr
öz,29,3.1e-07,fr
ïh,29,3.1e-07,fr
yō,29,3.1e-07,fr
æd,29,3.1e-07,fr
ód,29,3.1e-07,fr
àº,29,3.1e-07,fr
pû,29,3.1e-07,fr
œl,29,3.1e-07,fr
jä,29,3.1e-07,fr
šk,29,3.1e-07,fr
eº,28,3e-07,fr
gç,28,3e-07,fr
şt,28,3e-07,fr
cá,28,3e-07,fr
ål,28,3e-07,fr
